RiverNumber;RiverList;RiverYear;CatchForFile;OrigCatchForFile;FemPropForFile;Spawn_W_mod;Spawn_W_min;Spawn_W_max;Spawn_W_med;GBM_maal;GBM_prob;Spawn4yrMin;Spawn4yrMed;Spawn4yrMax;GBM_4yr_maal;GBM_4yr_prob;Expl_L;Expl_M;Expl_H;ExplAdj;UnrepForFile
2;Maskejohka;2017;1150.0361306117;1151;0.598297132927889;2013.9217071488;1544.92336295393;2811.21465823964;2052.17334955742;1.40092457067429;0.9715;1265.98601705957;1692.91165852093;2351.8392471309;1.16328877962882;0.7749;0.203366871165644;0.254208588957055;0.317760736196319;0;0
2;Maskejohka;2018;855.283169247277;856;0.472289719626168;1305.91111534649;996.341789185372;1750.74213403328;1316.79420887446;0.890026043596211;0.2216;1251.08831744932;1655.07780683502;2289.53241496503;1.14355876890182;0.7443;0.201338640377938;0.251673300472422;0.314591625590527;0;0
2;Maskejohka;2019;708.406269855513;709;0.548110014104372;1254.22047821437;915.161991719199;1668.8625303896;1239.53838583859;0.844214983692332;0.1461;1233.51072760147;1636.17193441003;2253.95200571907;1.12447963894966;0.7167;0.198367392358379;0.247959240447974;0.309949050559967;0;0
2;Maskejohka;2020;527.557842713274;528;0.503087121212121;746.42419326049;576.631044660885;1002.24944399137;755.955379348737;0.511171228903162;0;1008.26454712985;1330.11937349254;1808.26719166347;0.91091487793441;0.2635;0.193141289437586;0.241426611796982;0.301783264746228;0;0
3;Pulmanki;2003;859.279819570862;860;0.542372881;456.239402375501;282.165061061939;776.135508647942;472.732345115444;0.934446388981227;0.3556;0;0;0;0;0;0.393219089191849;0.496404374891876;0.610071786388077;0;0
3;Pulmanki;2004;299.748774268905;300;0.40625;125.051624712169;75.0699824813407;203.173991486448;126.094107234804;0.247856054180176;0;0;0;0;0;0;0.389826686247658;0.48601203309513;0.603391213306359;0;0
3;Pulmanki;2005;599.497548537811;600;0.482352941;361.429014052377;222.590512866413;571.751887260144;362.095018571662;0.712765543704677;0.0607;0;0;0;0;0;0.351262273593796;0.43642550098347;0.54726964430562;0;0
3;Pulmanki;2006;1009.15420670531;1010;0.466666667;570.45548428374;351.077738252767;891.122255145954;570.212056365807;1.11600497117877;0.6377;232.725823665615;378.293881355947;610.545910635122;0.751084299668361;0.1004;0.358539037405278;0.447434999243545;0.556870348591346;0;0
3;Pulmanki;2007;804.325877621563;805;0.463414634;297.793668278374;156.259566384289;486.515816736392;287.030167709972;0.580659393722993;0.0083;201.249449996202;338.682447831665;538.140987657235;0.662063239144859;0.0268;0.448919851214654;0.55583993756358;0.696389992695678;0;0
3;Pulmanki;2008;649.455677582628;650;0.484848485;318.089430147987;181.756838067713;520.840835771725;316.712278910665;0.625966922510817;0.0177;227.921163892795;386.94189919062;617.557698728554;0.759032318487592;0.1101;0.393642880643873;0.496440159200914;0.611799813575645;0;0
3;Pulmanki;2009;744.376122767782;745;0.444444444;287.466523374492;161.918514966734;483.454223221022;289.900222047279;0.573545287964918;0.0058;212.753164417876;368.451276521148;595.483282718773;0.724944187527254;0.0763;0.422600755158559;0.528189426509682;0.655803417622158;0;0
3;Pulmanki;2010;589.505922728847;590;0.472972973;359.468658404432;226.200789947314;575.2550008762;364.679852825434;0.714712280478442;0.0597;181.533927341513;315.704570051321;516.516469151335;0.623227961510866;0.0179;0.343032793529613;0.426463225186082;0.533126608280108;0;0
3;Pulmanki;2011;609.489174346774;610;0.422680412;334.407463630847;216.561077176252;529.583535060373;342.997256686809;0.664852348293056;0.0255;196.609305039504;324.85801888944;527.28339873233;0.645530950156076;0.0198;0.339657744718467;0.424604732828087;0.527317772795225;0;0
3;Pulmanki;2012;934.217013138089;935;0.492537313;1056.29079255707;701.817762048068;1549.43684049503;1045.54111862036;2.03144620877322;1;326.624536034592;509.408359491711;784.432399913155;0.999848814259505;0.4646;0.242669560434088;0.30257927365604;0.377715133906894;0;0
3;Pulmanki;2013;889.254696997753;890;0.496688742;588.400766145835;376.817748826926;921.905914338927;596.287370119173;1.1613162541909;0.7003;380.34934449964;584.641920184547;894.045322692632;1.14468443018717;0.6867;0.336259201533014;0.425953666919904;0.522956000576077;0;0
3;Pulmanki;2014;1089.08721317702;1090;0.538834951;1223.51939550213;840.246284442337;1838.73782420791;1250.32562836292;2.40560616592016;1;533.860718123396;800.654604458973;1209.91602852556;1.56660074823627;0.9723;0.252387266847474;0.316667306842573;0.392952249686543;0;0
3;Pulmanki;2015;629.472425964701;630;0.428571429;493.836831892393;327.857541995939;742.980229458068;492.744936737115;0.961988739186715;0.3915;561.684834328318;840.511946524359;1263.26520212498;1.64191153061891;0.9852;0.279898357141348;0.349044137790142;0.433411691400581;0;0
3;Pulmanki;2016;664.443116296074;665;0.64;711.033576472644;470.849013675018;1068.80101885446;714.388185743932;1.38295834385972;0.9138;503.942647235055;754.197642503252;1143.10624671484;1.4841493827367;0.9528;0.295639540715007;0.36735373932374;0.459874847570544;0;0
3;Pulmanki;2017;347.70857815193;348;0.4875;478.753610015305;336.745400618839;691.889209965626;483.699137794011;0.927579291238794;0.3267;493.924560183033;726.785853470619;1085.60207062152;1.41685464071061;0.9323;0.205830064225634;0.257086329957628;0.319033187358644;0;0
3;Pulmanki;2018;853.284844085484;854;0.422018349;535.777091119728;357.28414295535;839.544944220526;548.705981987692;1.0677117266011;0.5719;373.184024811286;554.850277375017;835.80385062467;1.08481028071959;0.6033;0.313587008193946;0.392467562391779;0.487786082275931;0;0
3;Pulmanki;2019;434.635722689913;435;0.655172414;813.009718988782;570.722120346875;1179.94650698563;816.508083342786;1.57879074765172;0.9836;433.90016939902;634.643499149115;945.045420006559;1.23762434224146;0.8066;0.205596606962066;0.255944027480299;0.31794166562477;0;0
3;Pulmanki;2020;147.87606197266;148;0.72;177.698326155505;118.17367352143;273.174506844641;179.666027158242;0.349304909422591;0;345.731334360623;501.30968656983;746.138792004105;0.981829420980767;0.4245;0.294021698618353;0.370474847671934;0.457865378839689;0;0
4;Laksjohka;2006;699.412969208342;700;0.6771;1087.70677045323;746.343577739779;1575.59415057438;1085.95361642539;0.921509813453005;0.323;0;0;0;0;0;0.24;0.3;0.375;0;0
4;Laksjohka;2007;439.631535594395;440;0.738636363636364;755.073721551863;547.268964529132;1047.33988887911;759.231973695046;0.634650448650775;0.0051;0;0;0;0;0;0.234666666666667;0.293333333333333;0.366666666666667;0;0
4;Laksjohka;2008;457.616462050529;458;0.594475982532751;631.144834040397;448.702482131176;884.624216410241;641.232523050904;0.529930716524321;0;0;0;0;0;0;0.234371002132196;0.292963752665245;0.366204690831556;0;0
4;Laksjohka;2009;335.71778976207;336;0.689166666666667;415.42420271561;324.249224574625;513.777387557021;413.915104014903;0.338680126806473;0;516.641062243678;722.337382190274;1005.33391085519;0.607140961880345;0.0018;0.318587699316629;0.353986332574032;0.407084282460137;0;0
4;Laksjohka;2010;236.800694253332;237;0.697763713080169;396.761753006729;315.268415165975;492.922917385762;396.294678583511;0.325429940501033;0;408.872271600227;549.60112782865;734.666102558033;0.457636842260534;0;0.261;0.29;0.3335;0;0
4;Laksjohka;2011;217.817442635405;218;0.646651376146789;234.989255619119;183.387863637156;291.146621986142;233.406894916014;0.191452657210001;0;317.901996377233;419.580011345464;545.617785834792;0.346884346312646;0;0.333844699527346;0.370938555030385;0.426579338284942;0;0
4;Laksjohka;2012;228.807393606161;229;0.567292576419214;642.163558134725;521.581735878231;768.757366212522;644.368324373206;0.521154185059495;0;336.121809813997;422.334692369046;516.651073285362;0.344827708234776;0;0.149178257167187;0.165753619074652;0.19061666193585;0;0
4;Laksjohka;2013;182.845914884929;183;0.694699453551913;388.843773375089;311.543823298076;469.278211456807;389.43762212932;0.3166170899432;0;332.94545949486;415.689585033916;505.526279260308;0.338784474401107;0;0.214186495176849;0.237984994640943;0.273682743837085;0;0
4;Laksjohka;2014;98.9162580896351;99;0.694848484848485;809.441364432368;678.270182994177;992.656480082848;816.521543694968;0.669690516852165;0.0022;423.69590145191;518.859487890325;630.45966993458;0.424962837183598;0;0.0685384615384615;0.0761538461538462;0.0875769230769231;0;0
4;Laksjohka;2015;133.886948421007;134;0.698059701492537;532.098219259607;430.484469491936;619.077508686029;526.090678186203;0.427358855640406;0;485.470052915605;593.136728800447;712.442391609551;0.484028570376466;0;0.130771084337349;0.145301204819277;0.167096385542169;0;0
4;Laksjohka;2016;154.869362619831;155;0.673870967741935;861.125850075358;730.599080556684;1020.48517614841;863.706436104215;0.705235042174902;0.0071;537.724389085218;647.877301785605;775.374344093524;0.529261337002734;0;0.0920375161707633;0.102263906856404;0.117603492884864;0;0
4;Laksjohka;2017;60.9480800155738;61;0.678852459016393;551.496053734953;410.666012656555;726.613722846393;540.533177893783;0.456025418285378;0;562.504936424838;688.540371875571;839.708221940921;0.564435970876972;0;0.0539226519337017;0.0674033149171271;0.0909944751381216;0;0
4;Laksjohka;2018;64.9447303391592;65;0.67;537.182386205152;451.067657975357;642.21547882045;541.214053297336;0.440679392486865;0;505.704305170133;620.475627318767;752.097971625322;0.506955964064441;0;0.0663157894736842;0.0736842105263158;0.0847368421052632;0;0
4;Laksjohka;2019;108.907883898599;109;0.677889908256881;344.23459564782;278.818912683477;416.050101592661;341.458426838004;0.28075064218845;0;467.787915968019;573.509721415821;701.34111985198;0.471240504414439;0;0.160819672131148;0.178688524590164;0.205491803278689;0;0
4;Laksjohka;2020;34.9698529122687;35;0.69;201.011215385225;163.793615558616;239.408731680015;199.841077113805;0.163165317005995;0;326.086549718501;408.481062743288;506.07200873488;0.335378887618008;0;0.0964285714285714;0.107142857142857;0.123214285714286;0;0
5;Vetsijoki;2006;859.279819570862;860;0.63;2142.78229828278;1512.53370196173;3028.2448890976;2133.9628460275;1.94392852166475;1;0;0;0;0;0;0.160518940894927;0.199626466371533;0.249596976845737;0;0
5;Vetsijoki;2007;559.531045301957;560;0.71;1566.59178064001;1117.71623451169;2215.18378263243;1562.50878703283;1.42546088843293;0.9444;0;0;0;0;0;0.160599844404997;0.200047430259729;0.249528349003569;0;0
5;Vetsijoki;2008;414.652471071986;415;0.56;899.476765277532;646.309283236657;1315.69385600925;912.316623841582;0.832282486986317;0.1723;0;0;0;0;0;0.160720663674368;0.2008290492119;0.248416752355695;0;0
5;Vetsijoki;2009;629.472425964701;630;0.52;1296.05560173774;911.348618610461;1855.93700116347;1288.35468016098;1.18133560131028;0.7426;1046.97695958014;1476.22661148451;2103.76488222569;1.34395613813268;0.8974;0.160135095358787;0.200533102287732;0.249345417956678;0;0
5;Vetsijoki;2010;929.221200233607;930;0.55;2001.04066878515;1448.88689811014;2884.70308992036;2005.0005947497;1.83990149694291;0.9991;1031.06525861724;1440.79120411011;2067.87943243138;1.31693914537576;0.8816;0.16026544609777;0.199903177544711;0.249158363177166;0;0
5;Vetsijoki;2011;484.59385173473;485;0.57;1106.02558523261;776.583122112905;1576.6858033948;1088.14877573291;1.00370444858798;0.4741;945.781980517542;1325.64965525826;1908.25493762197;1.2140141680804;0.7825;0.160259360994972;0.198368133274422;0.248947842373772;0;0
5;Vetsijoki;2012;754.367748576745;755;0.51;1511.67094005659;1062.90061507431;2119.68260159786;1512.61894460752;1.36239359282933;0.9135;1049.92981347695;1478.69819895302;2109.25212401912;1.34890709637792;0.9017;0.160307833731592;0.201200748296622;0.24969980159946;0;0
5;Vetsijoki;2013;374.685967836132;375;0.55;784.350072753217;574.437488324089;1144.02498826075;810.127802648737;0.727988997698122;0.0552;965.702030905361;1350.77181670689;1931.27412079344;1.23418517170213;0.8088;0.16058347398724;0.199808255898923;0.249016120605401;0;0
5;Vetsijoki;2014;1019.14583251428;1020;0.52;2037.29398431169;1489.55823701627;2983.64412860216;2085.46107963623;1.88828299110554;0.9999;975.869865631892;1359.83514558853;1956.00938046389;1.24979711936969;0.8243;0.160495082786313;0.200675433190577;0.249679598128761;0;0
5;Vetsijoki;2015;884.258884093271;885;0.57;1976.63657339916;1422.89745465776;2800.10830263333;1987.96610573043;1.80087380714656;0.9988;1137.4484487681;1577.48789263017;2261.86500527352;1.44640601871737;0.9505;0.160264652336627;0.200802031928191;0.249787260520414;0;0
5;Vetsijoki;2016;754.367748576745;755;0.56;2353.93629837371;1893.51260207946;2917.26519930392;2355.55196807897;2.07821617859265;1;1345.10144551939;1788.05423220944;2461.26065470004;1.62051288297831;0.9922;0.135162492805259;0.150528973158489;0.172111535955243;0;0
5;Vetsijoki;2017;405.660007843919;406;0.58;1310.41515667662;940.198518988374;1840.0037509994;1316.02580047229;1.18709165165526;0.7605;1436.54170318546;1919.5705031903;2635.2553453847;1.73985378377977;0.999;0.120628549612035;0.149359029038515;0.187144602075561;0;0
5;Vetsijoki;2018;602.4950362805;603;0.52;1736.14602456016;1255.06469628793;2424.45760455288;1748.10940186111;1.57560915577355;0.9844;1377.91831800338;1844.28351325241;2495.45871437238;1.6626682069671;0.9958;0.120348385146871;0.149394008389531;0.187201486837656;0;0
5;Vetsijoki;2019;544.543606588512;545;0.56;1707.83793555781;1202.78600040468;2372.84410816616;1701.61493906192;1.5375311729588;0.976;1322.89045444011;1777.08385379207;2388.64266575559;1.596152763121;0.9909;0.120587571592396;0.150402649922097;0.187120681179496;0;0
5;Vetsijoki;2020;357.700203960894;358;0.57;1129.97469310166;825.485017874195;1590.7077491999;1137.84281213755;1.02763635776347;0.5066;1055.88355838879;1471.09345247406;2057.00330322959;1.33252114712237;0.8998;0.12011562588424;0.150411198491088;0.187019980642402;0;0
6;Utsjoki;2002;1963.35447146133;1965;0.61;3749.08622942514;2916.91193453025;4766.19692551534;3754.7151895266;1.79024728047204;1;0;0;0;0;0;0.214603616516996;0.239007123103868;0.273922185000854;0;0
6;Utsjoki;2003;1303.90716806974;1305;0.61;3398.95348772227;2670.59263188144;4170.89382810667;3351.03485266245;1.60104046302425;0.9992;0;0;0;0;0;0.170539511809989;0.189209112860578;0.217233703302529;0;0
6;Utsjoki;2004;799.330064717081;800;0.62;1624.62096946249;1277.56622706334;2023.44482416922;1618.99749536315;0.769394172522182;0.05;0;0;0;0;0;0.208319305297288;0.232013879666001;0.265300479247186;0;0
6;Utsjoki;2005;1398.82761325489;1400;0.58;3380.03016324773;2677.28795856881;4201.92116744636;3381.08526891049;1.60517191349904;0.9996;2385.58968801096;3038.17271246441;3790.6141863094;1.44277387860101;0.9851;0.17216874184823;0.192611579022611;0.218756165514296;0;0
6;Utsjoki;2006;2373.01112962883;2375;0.61;8859.81736688543;7085.32461796118;11010.3347416554;8884.40052167707;4.2251961067657;1;3427.69285886869;4315.85549682948;5351.64864034442;2.04844572332647;1;0.12441271818004;0.138269439412331;0.158683662801263;0;0
6;Utsjoki;2007;1943.3712198434;1945;0.66;4851.29177326297;3755.42735787597;6012.607958614;4830.98532280682;2.28648055371228;1;3698.90154036732;4678.94006821465;5812.07717297126;2.22146157366349;1;0.186792634077141;0.207685530897267;0.237607695065843;0;0
6;Utsjoki;2008;2602.818523235;2605;0.69;3235.94968672878;2382.45036031801;4070.58617510143;3182.01745219545;1.51803782820674;0.9892;3975.12257368099;5081.77224753123;6323.86251070431;2.40518012626128;1;0.320706199330986;0.357931133507012;0.408273848159153;0;0
6;Utsjoki;2009;2093.24560697786;2095;0.57;4518.48749117088;3543.96080778606;5709.55622507483;4561.99761634865;2.15442225131946;1;4191.7907859853;5366.38657951202;6700.77127511142;2.54459200532148;1;0.184233553922963;0.204720528429639;0.234896354477418;0;0
6;Utsjoki;2010;1303.90716806974;1305;0.61;2905.33306197859;2274.11851810757;3630.36723161567;2911.72906109328;1.37626421734814;0.9653;2988.9892610219;3877.7655032853;4855.77939760148;1.83096844567636;1;0.190929208425885;0.212047922495547;0.243160164944554;0;0
6;Utsjoki;2011;1623.63919395657;1625;0.58;4392.71344533901;3470.48658055541;5529.93554796772;4418.18402953255;2.09497600766358;1;2917.75406669176;3763.12092130431;4735.11129493991;1.7830502952209;1;0.155800142297086;0.173081163459605;0.198539979461595;0;0
6;Utsjoki;2012;2602.818523235;2605;0.61;7199.30099012317;5724.49757369319;8878.64229193172;7205.08888555239;3.40839568989964;1;3753.26587003556;4753.95874715291;5937.12532414748;2.25934833006331;1;0.160468440896498;0.178598523557713;0.204543359810066;0;0
6;Utsjoki;2013;1693.58057461932;1695;0.61;7210.25825721884;5703.99146873988;8939.10940000436;7203.86757766553;3.41526290690127;1;4293.27353527401;5426.9014386649;6744.51361787987;2.57251545893738;1;0.111704773611502;0.124302226147039;0.142165233147227;0;0
6;Utsjoki;2014;2952.52542654872;2955;0.57;5805.58324772318;4582.07329339534;7288.88898917929;5779.10749227139;2.7663199605299;1;4870.26222909595;6151.96398510105;7659.14405727077;2.91629628388378;1;0.200285768347364;0.222974198226395;0.255145751655744;0;0
